 -1.3584042e+000 -9.4835313e-002
  3.9029872e-001  1.3455199e+000
 -1.4888333e-001  1.1852587e+000
 -3.0647004e-001  1.2020729e+000
  1.2257857e+000  9.4978617e-002
 -5.1827378e-001 -1.1921669e+000
 -5.1515543e-001  1.0906350e+000
 -1.0990317e+000 -3.3773670e-002
  1.8992701e-001 -1.1658405e+000
  1.0908717e+000 -3.2353107e-001
  1.1907144e+000 -5.5031268e-001
 -1.0531674e+000  5.0766162e-001
 -1.1648030e+000  2.4890733e-001
  1.5181921e-002 -1.0727881e+000
 -1.1636557e+000  3.1960851e-001
  1.2737818e+000  3.6359898e-001
 -1.3886162e+000  2.4694168e-002
  1.0007752e+000 -2.3109841e-001
  2.3831759e-001 -1.0582891e+000
 -1.1266672e+000  8.0498115e-002
 -1.1945639e+000 -1.6811838e-001
  3.8250145e-001  1.1449741e+000
  1.0915774e+000  1.0484733e-001
  4.7970859e-001 -1.1790644e+000
 -1.0389187e+000 -8.7257314e-001
  1.1587371e+000  2.3195312e-001
  1.1386993e+000 -4.3784501e-001
  4.9858705e-001 -1.0038015e+000
  1.2680183e+000  3.5447975e-001
  1.1953538e+000  3.5386319e-001
  7.8247393e-001  1.0293947e+000
  8.9770485e-001  1.0309728e+000
  1.1397945e+000  6.5106919e-002
  7.9463126e-001  1.0031390e+000
  1.0082400e+000 -4.1966844e-001
  1.4866053e-001 -1.0209889e+000
 -6.4521448e-001 -1.2040861e+000
  1.1870565e+000 -5.4498792e-002
  1.3212739e+000 -7.3286617e-002
  1.1597889e+000 -3.0476221e-001
  1.0362834e+000  9.0287226e-001
 -3.5403470e-001  1.2568859e+000
 -1.3909900e+000  2.0207019e-001
  7.1595834e-001 -1.0155104e+000
 -1.0180047e+000 -2.0200585e-001
 -2.8708240e-001  1.0210949e+000
  1.0778593e+000  1.1068441e-001
  1.5272844e-001  1.2646710e+000
  4.9404003e-001 -1.1852446e+000
 -3.8566517e-001  1.2674322e+000
 -1.1418810e+000  1.2493532e-001
 -1.2758483e+000 -2.3209074e-001
  1.1295638e+000 -3.2199259e-001
  1.0497264e+000  1.6046530e-001
  7.6619322e-002 -1.1011703e+000
 -1.0882467e+000  3.5856162e-001
  1.2390545e+000 -6.2994033e-002
  1.0408636e+000 -2.4091487e-001
 -1.0767179e+000  6.5871925e-001
  1.2278811e+000  2.8794514e-001
  8.2905192e-002  1.2993248e+000
 -2.0148681e-001 -1.1044465e+000
  1.0909705e+000  8.7045243e-001
  1.3112120e+000  2.2822672e-001
  6.0741186e-001 -1.0837009e+000
 -1.1560839e+000 -7.3795126e-001
  7.7980444e-001 -1.0285842e+000
 -2.0899182e-001  1.2995181e+000
  1.1302521e+000 -5.8652449e-001
 -1.3148290e+000  4.3903018e-001
 -1.0560076e+000 -5.8045107e-001
  1.0177902e+000  9.2032942e-001
 -1.1007047e+000 -4.7134060e-001
 -1.0156921e+000 -9.2701139e-001
 -1.0139119e+000  6.1829250e-001
  1.2595264e+000  2.7274152e-001
  2.4204242e-001  1.1940427e+000
  1.0675383e+000  6.0927630e-002
 -6.6414459e-001 -1.1628746e+000
 -1.1352131e+000 -6.4630213e-001
  1.0667627e+000  4.9906902e-001
 -5.0937490e-001 -1.2228856e+000
  1.7710689e-001 -1.1884139e+000
  6.9786423e-001 -1.0737007e+000
  1.3431659e+000  9.2085910e-002
 -7.0303024e-001 -1.2114038e+000
  2.4518738e-001 -1.0824717e+000
 -2.4371332e-001  1.3334747e+000
 -3.4479638e-001 -1.0920694e+000
 -3.9792744e-001 -1.3353420e+000
 -1.1687206e+000  9.2427115e-002
  1.8768008e-001 -1.0565216e+000
  1.3435051e+000  2.0839936e-001
  5.1055911e-001  1.3138590e+000
 -4.7356272e-001 -1.1750242e+000
 -1.0388109e+000  9.5232097e-001
 -5.1970334e-001 -1.2990244e+000
 -2.0399760e-001  1.0518570e+000
 -1.1193916e+000 -4.1612987e-001
 -8.1592321e-001 -1.0258458e+000
  1.1667193e+000  6.8762636e-001
 -5.5105990e-001 -1.1512539e+000
 -7.1061238e-001  1.1865051e+000
  3.0413748e-001  1.1583581e+000
  1.1150449e+000 -1.5184133e-001
  1.0812407e+000  8.4937148e-001
 -7.5567588e-001 -1.1854837e+000
  1.5069627e-001  1.3070163e+000
 -1.0851155e+000 -6.3141396e-001
 -1.2103616e+000  9.1288576e-002
  1.0941917e+000  1.3097233e-001
  1.3302483e+000  2.6331290e-001
 -1.4589269e-001 -1.1732265e+000
  6.5839561e-001 -1.0713867e+000
  5.1949123e-001  1.1662894e+000
 -5.9768302e-001 -1.0484775e+000
