  1.2534852e+000  1.6309683e+000
  2.5069411e+000  3.0004740e-001
  1.6513369e-001  6.5756446e-001
  1.7171235e+000  3.4178309e-001
  8.3186279e-001  1.1791176e+000
  2.9109439e-001  7.1897003e-001
  4.2285040e-001  1.1694654e+000
  2.5814806e-001  1.0530624e+000
  6.4079673e-001  1.4160488e+000
  5.2054165e-001  8.6806165e-001
 -1.8045190e+000  1.2039237e-001
 -1.7497752e-001  8.3802980e-001
  2.2548306e+000  1.8529038e+000
 -7.3197274e-002  1.3728337e+000
  4.1893875e-001  8.0677364e-001
  1.2429494e+000  2.9891608e-001
  1.8267455e+000  7.3140752e-001
  1.1719644e-001  1.0141847e+000
 -1.1375099e-001  1.1070649e+000
 -9.9621192e-001  1.0094501e+000
  3.3910036e-001  1.3450387e+000
  2.1423907e+000  1.0838547e+000
 -2.0519368e-001  9.7398179e-001
  4.1091197e+000  1.0064731e+000
  9.5098536e-001  9.2463863e-001
  8.7637290e-001  1.3174429e+000
  6.8713130e-001  1.2896846e+000
  1.1745955e+000  9.6303614e-001
  1.9166806e+000  5.0508156e-001
  1.6046210e-001  1.1328565e+000
  2.2842256e+000  4.5750564e-001
 -6.0315123e-001  1.0125073e+000
  2.5957359e+000  9.2905468e-001
  2.3682623e+000  2.0324665e+000
  3.1381275e+000  1.0346437e+000
  1.4546153e+000  1.1478198e+000
  1.2927066e+000  1.0543260e+000
  1.6540493e+000  1.1810120e+000
  8.7331406e-001  1.5374326e+000
  5.6309219e-001  6.2373877e-001
  1.9588008e-001  1.1797391e+000
 -5.1996147e-001  2.8885284e-001
  2.9322294e-001  1.1723896e+000
  1.2668585e+000  1.5942013e+000
  4.9830036e-001  1.0510410e+000
  2.4715391e+000  1.5377068e+000
 -6.7933708e-001  1.5923114e+000
  1.4865180e+000  5.0866708e-001
  2.6495281e+000  1.1840117e+000
 -2.6882616e-001  3.8146032e-001
  5.5192712e-002  5.2200694e-001
  4.8838724e-001  7.9512057e-001
  1.2073677e+000  1.1804843e+000
 -3.7806695e-001  3.0155379e-001
  2.3817092e+000  1.0914522e+000
  2.1803948e+000  1.0294318e+000
 -4.2580264e-001  9.0327271e-001
  1.4550297e+000  1.4512418e+000
 -8.6481334e-002  1.8305988e+000
  1.5392605e-001  1.0167103e+000
  4.7832172e-001  3.8246826e-001
 -3.5825194e-002  1.2247464e+000
  1.2039970e+000  1.3752077e+000
  4.7057151e-001  2.4059808e+000
  1.6138748e+000  1.2070592e+000
  1.9340970e+000  2.3703468e+000
  1.5922438e+000  9.8451285e-001
  1.1684749e+000  7.6003111e-001
  4.2822523e-001  1.1110685e+000
 -6.0401081e-001  6.9039918e-001
  1.5576847e+000  5.6313860e-001
  2.0800155e+000  8.8444320e-001
  1.7986235e+000  1.5675497e+000
  7.7019691e-001  1.0632591e+000
  8.8043201e-001  8.5594402e-001
  1.1865770e+000  8.0967659e-001
  1.1591554e+000  4.4912057e-001
  1.3032076e+000  1.0199486e+000
  8.2310244e-001  9.2830255e-001
  5.6946154e-002  1.5602184e+000
  1.1334134e+000  4.7945771e-001
  1.2211329e+000  1.2562671e+000
  8.9137205e-001  8.8557321e-001
  1.0960542e+000  1.0258559e+000
  8.3058497e-001  1.4807287e+000
  1.6100124e+000  9.4209640e-001
  1.5672696e+000  4.6298708e-002
  2.8124043e+000  5.5706985e-001
  2.6008088e+000  1.5568892e+000
 -7.2450978e-002  7.5870017e-001
  4.6581330e-001  1.6348878e+000
  2.7973791e+000  1.4178676e+000
  6.6123348e-001  1.7878518e+000
  1.3010345e+000  5.9488938e-001
  9.6915450e-001  5.3121011e-001
  1.4953302e+000  1.4109862e+000
  1.4627905e+000  1.1660944e+000
  1.8780630e+000  8.4453768e-001
  8.2969224e-001  5.6631646e-001
 -3.4605640e-002  5.2413686e-001
  1.7078247e+000  7.3537014e-001
  1.9417905e+000  9.6385302e-001
  9.8680346e-001  1.2200906e+000
  2.2348741e-001  1.4842066e+000
  1.6078406e+000  8.2698866e-001
  9.7502127e-001  3.1426320e-001
  3.8718080e+000  1.3371586e+000
  1.9404054e+000  9.6413530e-001
  1.3927418e+000  1.1673520e+000
  2.5773223e+000  8.1719154e-001
  1.8900456e+000  1.2587103e+000
  1.5535545e-001  8.5546591e-002
  1.6150619e+000  1.2177289e+000
  1.8341144e+000  1.9272206e+000
  2.7474042e+000  1.1074372e+000
  1.2021818e+000  7.6781216e-001
  1.5013914e+000  6.7892529e-001
 -9.1559113e-001  1.8782288e+000
  3.9251337e-001  6.9492846e-001
  5.4252789e-001  2.3335468e-001
 -2.0616204e-001  1.1634594e+000
  1.3481467e-001  8.5075376e-001
  1.3805069e+000  1.3923247e+000
  2.1496246e+000  1.0170956e+000
  5.4152820e-001  9.2738622e-001
  2.1850691e+000  8.8803211e-001
  3.2904465e-001  1.0797776e+000
 -3.9799311e-001  9.8535691e-001
  6.1697300e-001  1.6409612e+000
  9.3643914e-001  2.0900386e+000
 -1.2331775e+000  7.1709797e-001
  2.7085841e-001  1.1694211e+000
  1.3501929e+000  2.2390439e-001
  1.3545757e+000  2.8458532e-001
  6.1334929e-001  5.2366478e-001
  4.6279333e-001  1.5366833e+000
  1.1040815e+000  1.8368562e+000
  2.0694668e+000  1.3609957e+000
  1.6229014e+000  8.5867550e-001
  1.9502412e+000  2.3749576e-001
  9.3685407e-001  1.5163381e+000
  1.7287362e+000  1.1634685e+000
  4.4733665e-001  6.0612026e-001
  1.7104726e+000  5.4200623e-001
